key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
14,"Isleworks Boiled Egg","Foodstuffs","Creature Creations",0,"Sanctuary Egg",1,"Island Laver",3,"Island Palm Leaf",0,"Island Palm Leaf",0,1,4,44
15,"Isleworks Hora","Arms","Creature Creations",0,"Sanctuary Carapace",2,"Island Stone",4,"Island Palm Leaf",0,"Island Palm Leaf",0,1,6,72
16,"Isleworks Earrings","Accessories","Creature Creations",0,"Sanctuary Fang",1,"Island Vine",3,"Island Palm Leaf",0,"Island Palm Leaf",0,1,4,44
17,"Isleworks Butter","Ingredients","Creature Creations",0,"Sanctuary Milk",1,"Island Rock Salt",3,"Island Palm Leaf",0,"Island Palm Leaf",0,1,4,44
18,"Isleworks Brick Counter","Furnishings","Unburied Treasures",0,"Island Clay",2,"Island Limestone",2,"Island Palm Log",2,"Island Palm Leaf",0,5,6,48
19,"Bronze Sheep","Furnishings","Metalworks",0,"Island Tinsand",3,"Island Copper Ore",3,"Island Log",2,"Island Palm Leaf",0,5,8,64
20,"Isleworks Growth Formula","Concoctions","",0,"Island Alyssum",2,"Islewort",3,"Island Branch",3,"Island Palm Leaf",0,5,8,136
21,"Isleworks Garnet Rapier","Arms","Unburied Treasures",0,"Raw Island Garnet",2,"Island Copper Ore",3,"Island Tinsand",3,"Island Palm Leaf",0,5,8,136
22,"Isleworks Spruce Round Shield","Attire","Woodworks",0,"Island Spruce Log",2,"Island Copper Ore",3,"Island Stone",3,"Island Palm Leaf",0,5,8,136
23,"Isleworks Shark Oil","Sundries","Marine Merchandise",0,"Island Hammerhead",2,"Island Laver",3,"Island Sap",3,"Island Palm Leaf",0,5,8,136
24,"Isleworks Silver Ear Cuffs","Accessories","Metalworks",0,"Island Silver Ore",2,"Island Tinsand",3,"Island Coral",3,"Island Palm Leaf",0,5,8,136
25,"Isleworks Sweet Popoto","Confections","",0,"Island Popoto",2,"Sanctuary Milk",1,"Island Sap",3,"Island Palm Leaf",0,5,6,72
26,"Isleworks Parsnip Salad","Foodstuffs","",0,"Island Parsnip",2,"Islewort",1,"Island Sap",1,"Island Palm Leaf",0,5,4,48
27,"Isleworks Caramels","Confections","",0,"Island Sugarcane",4,"Sanctuary Milk",2,"Island Palm Leaf",0,"Island Palm Leaf",0,6,6,81
28,"Isleworks Ribbon","Accessories","Textiles",0,"Island Cotton Boll",2,"Island Copper Ore",2,"Island Vine",2,"Island Palm Leaf",0,6,6,54
29,"Isleworks Rope","Sundries","Textiles",0,"Island Hemp",2,"Islewort",1,"Island Vine",1,"Island Palm Leaf",0,6,4,36
30,"Isleworks Cavalier's Hat","Attire","Textiles",0,"Sanctuary Feather",2,"Island Cotton Boll",2,"Island Hemp",2,"Island Palm Leaf",0,6,6,81
31,"Isleworks Horn","Sundries","Creature Creations",0,"Sanctuary Horn",2,"Island Clay",2,"Island Hemp",2,"Island Palm Leaf",0,6,6,81
32,"Isleworks Salt Cod","Preserved Food","Marine Merchandise",0,"Islefish",4,"Island Rock Salt",2,"Island Palm Leaf",0,"Island Palm Leaf",0,7,6,54
33,"Isleworks Squid Ink","Ingredients","Marine Merchandise",0,"Island Squid",2,"Island Rock Salt",2,"Island Palm Leaf",0,"Island Palm Leaf",0,7,4,36
34,"Isleworks Essential Draught","Concoctions","Marine Merchandise",0,"Island Jellyfish",2,"Island Palm Leaf",2,"Island Laver",2,"Island Palm Leaf",0,7,6,54
35,"Isleberry Jam","Ingredients","",0,"Isleberry",3,"Island Sugarcane",2,"Island Sap",1,"Island Palm Leaf",0,7,6,78
36,"Isleworks Tomato Relish","Ingredients","",0,"Island Tomato",2,"Island Sugarcane",1,"Islewort",1,"Island Palm Leaf",0,7,4,52
37,"Isleworks Onion Soup","Foodstuffs","",0,"Island Onion",3,"Island Rock Salt",2,"Islewort",1,"Island Palm Leaf",0,7,6,78
38,"Islefish Pie","Confections","Marine Merchandise",0,"Island Wheat",3,"Islefish",2,"Island Sugarcane",1,"Island Palm Leaf",0,7,6,78
39,"Isleworks Corn Flakes","Preserved Food","",0,"Island Corn",2,"Island Sugarcane",2,"Island Palm Leaf",0,"Island Palm Leaf",0,7,4,52
40,"Isleworks Pickled Radish","Preserved Food","",0,"Island Radish",4,"Island Apple",2,"Island Sugarcane",2,"Island Palm Leaf",0,7,8,104
41,"Isleworks Iron Axe","Arms","Metalworks",0,"Island Iron Ore",3,"Island Log",3,"Island Sand",2,"Island Palm Leaf",0,8,8,72
42,"Isleworks Quartz Ring","Accessories","Unburied Treasures",0,"Island Quartz",3,"Island Iron Ore",3,"Island Stone",2,"Island Palm Leaf",0,8,8,72
43,"Isleworks Porcelain Vase","Sundries","Unburied Treasures",0,"Island Leucogranite",3,"Island Quartz",3,"Island Clay",2,"Island Palm Leaf",0,8,8,72
44,"Isleworks Vegetable Juice","Concoctions","",0,"Island Cabbage",3,"Islewort",2,"Island Laver",1,"Island Palm Leaf",0,8,6,78
45,"Isleworks Pumpkin Pudding","Confections","",0,"Island Pumpkin",3,"Sanctuary Egg",1,"Sanctuary Milk",1,"Island Palm Leaf",0,8,6,78
46,"Isleworks Sheepfluff Rug","Furnishings","Creature Creations",0,"Sanctuary Fleece",3,"Island Cotton Boll",2,"Island Hemp",1,"Island Palm Leaf",0,8,6,90
47,"Isleworks Garden Scythe","Sundries","Metalworks",0,"Sanctuary Claw",3,"Island Iron Ore",2,"Island Palm Log",1,"Island Palm Leaf",0,9,6,90
48,"Isleworks Bed","Furnishings","Textiles",0,"Sanctuary Fur",4,"Island Cotton Boll",2,"Island Log",2,"Island Palm Leaf",0,9,8,120
49,"Isleworks Scale Fingers","Attire","Creature Creations",0,"Sanctuary Carapace",4,"Island Iron Ore",2,"Island Cotton Boll",2,"Island Palm Leaf",0,9,8,120
50,"Isleworks Crook","Arms","Woodworks",0,"Sanctuary Fang",4,"Island Quartz",2,"Island Log",2,"Island Palm Leaf",0,9,8,120
51,"","","",0,"Island Palm Leaf",0,"Island Palm Leaf",0,"Island Palm Leaf",0,"Island Palm Leaf",0,0,0,0
52,"","","",0,"Island Palm Leaf",0,"Island Palm Leaf",0,"Island Palm Leaf",0,"Island Palm Leaf",0,0,0,0
53,"","","",0,"Island Palm Leaf",0,"Island Palm Leaf",0,"Island Palm Leaf",0,"Island Palm Leaf",0,0,0,0
54,"","","",0,"Island Palm Leaf",0,"Island Palm Leaf",0,"Island Palm Leaf",0,"Island Palm Leaf",0,0,0,0
55,"","","",0,"Island Palm Leaf",0,"Island Palm Leaf",0,"Island Palm Leaf",0,"Island Palm Leaf",0,0,0,0
56,"","","",0,"Island Palm Leaf",0,"Island Palm Leaf",0,"Island Palm Leaf",0,"Island Palm Leaf",0,0,0,0
57,"","","",0,"Island Palm Leaf",0,"Island Palm Leaf",0,"Island Palm Leaf",0,"Island Palm Leaf",0,0,0,0
58,"","","",0,"Island Palm Leaf",0,"Island Palm Leaf",0,"Island Palm Leaf",0,"Island Palm Leaf",0,0,0,0
59,"","","",0,"Island Palm Leaf",0,"Island Palm Leaf",0,"Island Palm Leaf",0,"Island Palm Leaf",0,0,0,0
60,"","","",0,"Island Palm Leaf",0,"Island Palm Leaf",0,"Island Palm Leaf",0,"Island Palm Leaf",0,0,0,0
61,"","","",0,"Island Palm Leaf",0,"Island Palm Leaf",0,"Island Palm Leaf",0,"Island Palm Leaf",0,0,0,0
