key,0,1
219,"A Final Temptation","QuestRedoChapter#5"
220,"The Mother of Exiles","QuestRedoChapter#5"
221,"Promises to Keep","QuestRedoChapter#5"
222,"Yugiri's Game","QuestRedoChapter#5"
223,"Why We Adventure","QuestRedoChapter#5"
224,"All Due Respect","QuestRedoChapter#5"
225,"The Sea Rises","QuestRedoChapter#5"
226,"Scouts in Distress","QuestRedoChapter#5"
227,"The Gift of Eternity","QuestRedoChapter#5"
228,"Into the Heart of the Whorl","QuestRedoChapter#5"
229,"Lord of the Whorl","QuestRedoChapter#5"
230,"When Yugiri Met the Fraternity","QuestRedoChapter#5"
231,"Through the Maelstrom","QuestRedoChapter#5"
232,"The Great Divide","QuestRedoChapter#5"
233,"Desperate Times","QuestRedoChapter#5"
234,"Shock and Awe","QuestRedoChapter#5"
235,"Reap the Whirlwind","QuestRedoChapter#5"
236,"Revolution","QuestRedoChapter#5"
237,"Stories We Tell","QuestRedoChapter#5"
238,"Lord of Levin","QuestRedoChapter#5"
239,"Levin an Impression","QuestRedoChapter#5"
240,"What Little Gods Are Made Of","QuestRedoChapter#5"
241,"Guardian of Eorzea","QuestRedoChapter#5"
242,"Recruiting the Realm","QuestRedoChapter#5"
243,"Heretical Harassment","QuestRedoChapter#5"
244,"When the Cold Sets In","QuestRedoChapter#5"
245,"Brave New Companions","QuestRedoChapter#5"
246,"Traitor in the Midst","QuestRedoChapter#6"
247,"Back and Fourth","QuestRedoChapter#6"
248,"Coming to Terms","QuestRedoChapter#6"
249,"The Intercession of Saints","QuestRedoChapter#6"
250,"Strength in Unity","QuestRedoChapter#6"
251,"Dark Words, Dark Deeds","QuestRedoChapter#6"
252,"First Blood","QuestRedoChapter#6"
253,"The Path of the Righteous","QuestRedoChapter#6"
254,"For the Greater Good","QuestRedoChapter#6"
255,"Tendrils of Intrigue","QuestRedoChapter#6"
256,"Chasing Ivy","QuestRedoChapter#6"
257,"In Flagrante Delicto","QuestRedoChapter#6"
258,"A Simple Plan","QuestRedoChapter#6"
259,"The Instruments of Our Deliverance","QuestRedoChapter#6"
260,"The Road Less Traveled","QuestRedoChapter#6"
261,"Eyes Unclouded","QuestRedoChapter#6"
262,"The Reason Roaille","QuestRedoChapter#6"
263,"Let Us Cling Together","QuestRedoChapter#6"
264,"Good Intentions","QuestRedoChapter#6"
265,"Bait and Switch","QuestRedoChapter#6"
266,"Best Laid Schemes","QuestRedoChapter#6"
267,"The Rising Chorus","QuestRedoChapter#6"
268,"Aether on Demand","QuestRedoChapter#6"
269,"On the Counteroffensive","QuestRedoChapter#6"
270,"An Uninvited Ascian","QuestRedoChapter#6"
271,"In Memory of Moenbryda","QuestRedoChapter#6"
272,"Mask of Grief","QuestRedoChapter#6"
273,"Defenders for Ishgard","QuestRedoChapter#6"
274,"The Wyrm's Roar","QuestRedoChapter#6"
275,"Committed to the Cause","QuestRedoChapter#6"
276,"Volunteer Dragonslayers","QuestRedoChapter#6"
277,"An Allied Perspective","QuestRedoChapter#6"
278,"The Steps of Faith","QuestRedoChapter#6"
279,"Administrative Decision","QuestRedoChapter#6"
280,"An Unexpected Ambition","QuestRedoChapter#6"
281,"Ancient Ways, Timeless Wants","QuestRedoChapter#6"
282,"Where We Are Needed","QuestRedoChapter#6"
283,"The Least among Us","QuestRedoChapter#6"
284,"A Time to Every Purpose","QuestRedoChapter#6"
285,"Come, but Not Gone","QuestRedoChapter#6"
286,"The Parting Glass","QuestRedoChapter#6"
287,"Before the Dawn","QuestRedoChapter#6"
288,"Further Afield","QuestRedoChapter#2"
289,"Courier for a Day","QuestRedoChapter#2"
290,"Farmer of Fortune","QuestRedoChapter#2"
291,"An Eft for Effort","QuestRedoChapter#2"
292,"Eggs over Queasy","QuestRedoChapter#2"
293,"Butcher of Greentear","QuestRedoChapter#2"
294,"A Soldier's Breakfast","QuestRedoChapter#2"
295,"Feeding Time","QuestRedoChapter#2"
296,"Skeletons in My Deepcroft","QuestRedoChapter#2"
297,"Lights Out","QuestRedoChapter#2"
298,"Ruffled Feathers","QuestRedoChapter#2"
299,"Disorderly Conduct","QuestRedoChapter#2"
300,"Until a Quieter Time","QuestRedoChapter#2"
301,"Prudence at This Junction","QuestRedoChapter#2"
302,"Spriggan Cleaning","QuestRedoChapter#2"
303,"Heir Today, Gone Tomorrow","QuestRedoChapter#2"
304,"Compulsory Catering","QuestRedoChapter#2"
305,"It's Probably Pirates","QuestRedoChapter#3"
306,"We Come in Peace","QuestRedoChapter#3"
307,"Dance Dance Diplomacy","QuestRedoChapter#3"
308,"Forest Friend","QuestRedoChapter#3"
309,"Druthers House Rules","QuestRedoChapter#3"
310,"Never Forget","QuestRedoChapter#3"
311,"Microbrewing","QuestRedoChapter#3"
312,"Nouveau Riche","QuestRedoChapter#3"
313,"Ratting It Out","QuestRedoChapter#4"
314,"Terror at Fallgourd","QuestRedoChapter#4"
315,"Ziz Is So Ridiculous","QuestRedoChapter#4"
316,"The Penitent Man","QuestRedoChapter#4"
317,"Changing of the Guard","QuestRedoChapter#4"
318,"Trial by Turtle","QuestRedoChapter#4"
319,"The Drake Exception","QuestRedoChapter#4"
320,"What Do You Mean You Forgot the Wine","QuestRedoChapter#4"
321,"Not My War","QuestRedoChapter#4"
322,"A Final Ignominy","QuestRedoChapter#4"
323,"You Can't Take It with You","QuestRedoChapter#5"
324,"With a Little Elbow Grease","QuestRedoChapter#5"
325,"A Tall Drink of Aqua del Sol","QuestRedoChapter#5"
326,"The Warden Works in Mysterious Ways","QuestRedoChapter#5"
327,"Feats of Strength","QuestRedoChapter#5"
328,"The Final Flight of the Enterprise","QuestRedoChapter#5"
329,"Opportunity Knocks","QuestRedoChapter#5"
330,"All by Ourselves","QuestRedoChapter#5"
331,"The Best Inventions","QuestRedoChapter#5"
332,"All Due Precautions","QuestRedoChapter#5"
333,"The Curious Case of Giggity","QuestRedoChapter#5"
334,"Of Sylphs and Spriggans","QuestRedoChapter#5"
335,"Crazy Enough to Work","QuestRedoChapter#5"
336,"Dressed for Conquest","QuestRedoChapter#5"
337,"The Ladle in the Darkness","QuestRedoChapter#5"
338,"All upon the Watchtowers","QuestRedoChapter#5"
339,"Hearts on Fire","QuestRedoChapter#5"
340,"Setting the Stage","QuestRedoChapter#5"
341,"Rock the Castrum","QuestRedoChapter#5"
342,"Moving On","QuestRedoChapter#6"
343,"Flowers for One","QuestRedoChapter#6"
344,"All Things in Time","QuestRedoChapter#6"
345,"The Resolute","QuestRedoChapter#6"
346,"Laying the Foundation","QuestRedoChapter#6"
347,"Rock-solid Protection","QuestRedoChapter#6"
348,"Crate Go Kaboom","QuestRedoChapter#6"
349,"Better Late than Sever","QuestRedoChapter#6"
350,"Welcome to Morbol Country","QuestRedoChapter#6"
351,"Hest of the Best","QuestRedoChapter#6"
352,"Answering the Call","QuestRedoChapter#6"
353,"Pass the Smell Hest","QuestRedoChapter#6"
354,"You're Gonna Carry That","QuestRedoChapter#6"
355,"The Things We Do for Tea","QuestRedoChapter#6"
356,"It's Possibly a Primal","QuestRedoChapter#6"
357,"Build on the Stone","QuestRedoChapter#6"
358,"Still Waters","QuestRedoChapter#6"
359,"Promises to Keep","QuestRedoChapter#6"
360,"A Small-scale Operation","QuestRedoChapter#6"
361,"Yugiri's Game","QuestRedoChapter#6"
362,"If Wishes Were Horsebirds","QuestRedoChapter#6"
363,"All Due Respect","QuestRedoChapter#6"
364,"Full Belly, Happy Heart","QuestRedoChapter#6"
365,"Writhing in the Dark","QuestRedoChapter#6"
366,"Fireworks and Fish Don't Mix","QuestRedoChapter#6"
367,"Shock and Awe","QuestRedoChapter#6"
368,"Reap the Whirlwind","QuestRedoChapter#6"
369,"A Sylphlands Sting","QuestRedoChapter#6"
370,"Scattered Scions","QuestRedoChapter#6"
371,"True to Form","QuestRedoChapter#6"
372,"Levin an Impression","QuestRedoChapter#6"
373,"A Hard Hapalit to Break","QuestRedoChapter#6"
374,"Picking Up the Sledge","QuestRedoChapter#6"
375,"Chasing Ivy","QuestRedoChapter#7"
376,"Doman Connection","QuestRedoChapter#7"
377,"In Flagrante Delicto","QuestRedoChapter#7"
378,"Aether on Demand","QuestRedoChapter#7"
379,"Coming to Ishgard","QuestRedoChapter#7"
380,"Taking in the Sights","QuestRedoChapter#7"
381,"The Better Half","QuestRedoChapter#7"
382,"Over the Wall","QuestRedoChapter#7"
383,"Work in Progress","QuestRedoChapter#7"
384,"The First and Foremost","QuestRedoChapter#7"
385,"From on High","QuestRedoChapter#7"
386,"Reconnaissance Lost","QuestRedoChapter#7"
387,"At the End of Our Hope","QuestRedoChapter#7"
388,"Knights Be Not Proud","QuestRedoChapter#7"
389,"Onwards and Upwards","QuestRedoChapter#7"
390,"An Indispensable Ally","QuestRedoChapter#7"
391,"Meeting the Neighbors","QuestRedoChapter#7"
392,"Sense of Urgency","QuestRedoChapter#7"
393,"Hope Springs Eternal","QuestRedoChapter#7"
394,"A Series of Unfortunate Events","QuestRedoChapter#7"
395,"A Reward Long in Coming","QuestRedoChapter#7"
396,"Divine Intervention","QuestRedoChapter#7"
397,"Disclosure","QuestRedoChapter#7"
398,"Flame General Affairs","QuestRedoChapter#7"
399,"In Search of Raubahn","QuestRedoChapter#7"
400,"Keeping the Flame Alive","QuestRedoChapter#7"
401,"To Siege or Not to Siege","QuestRedoChapter#7"
402,"Alphinaud's Way","QuestRedoChapter#7"
403,"In Search of Iceheart","QuestRedoChapter#7"
404,"From One Heretic to Another","QuestRedoChapter#7"
405,"Sounding Out the Amphitheatre","QuestRedoChapter#7"
406,"Camp of the Convictors","QuestRedoChapter#7"
407,"Purple Flame, Purple Flame","QuestRedoChapter#7"
408,"Where the Chocobos Roam","QuestRedoChapter#7"
409,"Worse than Dragons","QuestRedoChapter#7"
410,"The Trine Towers","QuestRedoChapter#7"
411,"Gifts for the Outcasts","QuestRedoChapter#7"
412,"The Nonmind","QuestRedoChapter#7"
413,"A Gnathic Deity","QuestRedoChapter#7"
414,"Breaking into Hives","QuestRedoChapter#7"
415,"Lord of the Hive","QuestRedoChapter#7"
416,"Mourn in Passing","QuestRedoChapter#7"
417,"Beyond the Clouds","QuestRedoChapter#7"
418,"Mountaintop Diplomacy","QuestRedoChapter#7"
419,"Moghan's Trial","QuestRedoChapter#7"
420,"Mogmug's Trial","QuestRedoChapter#7"
421,"Mogwin's Trial","QuestRedoChapter#7"
422,"Moglin's Judgment","QuestRedoChapter#7"
423,"Leaving Moghome","QuestRedoChapter#7"
424,"The Road to Zenith","QuestRedoChapter#7"
425,"Waiting for the Wind to Change","QuestRedoChapter#7"
426,"Heart of Ice","QuestRedoChapter#7"
427,"The Wyrm's Lair","QuestRedoChapter#8"
428,"New Winds, Old Friends","QuestRedoChapter#8"
429,"A General Summons","QuestRedoChapter#8"
430,"Awakening in Ul'dah","QuestRedoChapter#8"
431,"A Brave Resolution","QuestRedoChapter#8"
432,"Ready to Fly","QuestRedoChapter#8"
433,"Into the Aery","QuestRedoChapter#8"
434,"The Song Begins","QuestRedoChapter#8"
435,"Unrest in Ishgard","QuestRedoChapter#8"
436,"He Who Would Not Be Denied","QuestRedoChapter#8"
437,"Ill-weather Friends","QuestRedoChapter#8"
438,"The Spice of Life","QuestRedoChapter#8"
439,"Noble Indiscretions","QuestRedoChapter#8"
440,"A Child Apart","QuestRedoChapter#8"
441,"Bloodlines","QuestRedoChapter#8"
442,"Fire and Blood","QuestRedoChapter#8"
443,"A Knight's Calling","QuestRedoChapter#8"
444,"The Sins of Antiquity","QuestRedoChapter#8"
445,"In Search of the Soleil","QuestRedoChapter#8"
446,"Into the Blue","QuestRedoChapter#8"
447,"Familiar Faces","QuestRedoChapter#8"
448,"Devourer of Worlds","QuestRedoChapter#8"
449,"Black and the White","QuestRedoChapter#8"
450,"Bolt, Chain, and Island","QuestRedoChapter#8"
451,"A Difference of Opinion","QuestRedoChapter#8"
452,"One Good Turn","QuestRedoChapter#8"
453,"An Engineering Enterprise","QuestRedoChapter#8"
454,"Aetherial Trail","QuestRedoChapter#8"
455,"Lost in the Lifestream","QuestRedoChapter#8"
456,"Tataru's Surprise","QuestRedoChapter#8"
457,"Onward to Sharlayan","QuestRedoChapter#8"
458,"A Great New Nation","QuestRedoChapter#8"
459,"Golems Begone","QuestRedoChapter#8"
460,"An Illuminati Incident","QuestRedoChapter#8"
461,"Leaving Idyllshire","QuestRedoChapter#8"
462,"Matoya's Cave","QuestRedoChapter#8"
463,"Forbidden Knowledge","QuestRedoChapter#8"
464,"An Eye for Aether","QuestRedoChapter#8"
465,"Hour of Departure","QuestRedoChapter#8"
466,"The First Flight of the Excelsior","QuestRedoChapter#8"
467,"Systematic Exploration","QuestRedoChapter#8"
468,"In Node We Trust","QuestRedoChapter#8"
469,"Chimerical Maintenance","QuestRedoChapter#8"
470,"Close Encounters of the VIth Kind","QuestRedoChapter#8"
471,"Fetters of Lament","QuestRedoChapter#8"
472,"Heavensward","QuestRedoChapter#8"
473,"An Uncertain Future","QuestRedoChapter#9"
474,"Breaking the Cycle","QuestRedoChapter#9"
475,"Another Time, Another Place","QuestRedoChapter#9"
476,"In the Eye of the Beholder","QuestRedoChapter#9"
477,"A Little Slow, a Little Late","QuestRedoChapter#9"
478,"Dreams of the Lost","QuestRedoChapter#9"
479,"Against the Dying of the Light","QuestRedoChapter#9"
480,"As Goes Light, So Goes Darkness","QuestRedoChapter#9"
481,"As It Once Was","QuestRedoChapter#9"
482,"The Word of the Mother","QuestRedoChapter#9"
483,"This War of Ours","QuestRedoChapter#9"
484,"Staunch Conviction","QuestRedoChapter#9"
485,"Once More, a Favor","QuestRedoChapter#9"
486,"For Those We Have Lost","QuestRedoChapter#9"
487,"Consequences","QuestRedoChapter#9"
488,"Choices","QuestRedoChapter#9"
489,"A Spectacle for the Ages","QuestRedoChapter#9"
490,"For Those We Can Yet Save","QuestRedoChapter#9"
491,"Causes and Costs","QuestRedoChapter#9"
492,"The Man Within","QuestRedoChapter#9"
493,"An Ally for Ishgard","QuestRedoChapter#9"
494,"Winning Over the Wyrm","QuestRedoChapter#9"
495,"An End to the Song","QuestRedoChapter#9"
496,"Heroes of the Hour","QuestRedoChapter#9"
497,"Litany of Peace","QuestRedoChapter#9"
498,"Promises Kept","QuestRedoChapter#10"
499,"Shadows of the First","QuestRedoChapter#10"
500,"Two Sides of a Coin","QuestRedoChapter#10"
501,"Unlikely Allies","QuestRedoChapter#10"
502,"The Beast That Mourned at the Heart of the Mountain","QuestRedoChapter#10"
503,"Beneath a Star-filled Sky","QuestRedoChapter#10"
504,"When We Were Free","QuestRedoChapter#10"
505,"Honorable Heroes","QuestRedoChapter#10"
506,"One Life for One World","QuestRedoChapter#10"
507,"An Ending to Mark a New Beginning","QuestRedoChapter#10"
508,"Tidings from Gyr Abania","QuestRedoChapter#10"
509,"An Envoy for Ishgard","QuestRedoChapter#10"
510,"An Allied Decision","QuestRedoChapter#10"
511,"Griffin, Griffin on the Wall","QuestRedoChapter#10"
512,"Louisoix's Finest Student","QuestRedoChapter#10"
513,"The Obvious Solution","QuestRedoChapter#10"
514,"The Greater Obeisance","QuestRedoChapter#10"
515,"Fly Free, My Pretty","QuestRedoChapter#10"
516,"The Far Edge of Fate","QuestRedoChapter#10"
517,"Beyond the Great Wall","QuestRedoChapter#11"
518,"Lyse Takes the Lead","QuestRedoChapter#11"
519,"The Promise of a New Beginning","QuestRedoChapter#11"
520,"A Haven for the Bold","QuestRedoChapter#11"
521,"A Bargain Struck","QuestRedoChapter#11"
522,"A Friend of a Friend in Need","QuestRedoChapter#11"
523,"Signed, Sealed, to Be Delivered","QuestRedoChapter#11"
524,"Best Served with Cold Steel","QuestRedoChapter#11"
525,"Let Fill Your Hearts with Pride","QuestRedoChapter#11"
526,"A Familiar Face Forgotten","QuestRedoChapter#11"
527,"The Prodigal Daughter","QuestRedoChapter#11"
528,"Hard Country","QuestRedoChapter#11"
529,"Death by a Thousand Rocks","QuestRedoChapter#11"
530,"A Life More Ordinary","QuestRedoChapter#11"
531,"The Color of Angry Qiqirn","QuestRedoChapter#11"
532,"The Black Wolf's Pups","QuestRedoChapter#11"
533,"Homeward Bound","QuestRedoChapter#11"
534,"Where Men Go as One","QuestRedoChapter#11"
535,"Future Rust, Future Dust","QuestRedoChapter#11"
536,"A Dash of Green","QuestRedoChapter#11"
537,"Ye Wayward Brothers","QuestRedoChapter#11"
538,"Token of Faith","QuestRedoChapter#11"
539,"Crossing the Velodyna","QuestRedoChapter#11"
540,"In Crimson It Began","QuestRedoChapter#11"
541,"The Fires Fade","QuestRedoChapter#11"
